SN,Filename,Title of Song,Url,Language,Lyrics,Genre,Meaning of Song,Sentiment,Onset_Strength,Chroma_Shift,HPSS,Zero_Crossing_Rate,MFCC
68,Segment_6_Black Sherif - Kilos Milos.mp3,Black Sherif - Kilos Milos,https://www.youtube.com/watch?v=aID6FoFhZqk,Twi,"Ayoo who you are don't forget o
If the darkness gets to you don't forget o
Who you are don't forget o
The life is hard I train my body you know my target Van Damme
I won't use my mouth to swear
All you niggas talk
Mad over the smallest things like say you dey run town
Walk around and call you king make I design you a crown
Everybody talking like they help me pass myself
Man remember one day (x2) man remember
If I'm a gansta I don't talk o
If I'm a rasta I preach peace so some road I towed before I'm returned now
Two things I'vÐµ never been, a dummy and a pussyclaata
Trees dey makÐµ I lazy lately I mix tobaccca ne grabba
I also think mamba
I remove and put on my plaster 
Like I've come (x2)
Then times then my people hit a milli (x2)
We eat half and take the rest import milos (x2)
Or kilos, or kilos (x2)
Only big ones Elephant oooh (x2)
Time waits for no man and time deafens the ear (x2)
We say we've dressed and sleep but now our knees are weak (x2)
Now we fight for weights on ourselves (x2)
None will tell you that Joe your time is up (x2)
You'll get up yourself (x2)
And you'll go to church
You'll call upon your God
And you'll say upon him Father, Father I'm suffering
",Rap,From no one to stardom. This song speaks of the resilience of the artist. It is a reflection fo the rapid changes and experiences he has been through. It speaks of remembering who you are and all that you've been through.,Positive,1.498833,0.40182266,-4.0043455e-05,0.09883180877866124,"[-2.07785736e+02  1.14023575e+02 -1.67566509e+01  5.13037415e+01
 -2.17049141e+01  2.86666393e+01 -1.96470356e+01  9.92173481e+00
 -9.73941088e-01 -5.27238703e+00 -1.13086739e+01  9.16116333e+00
 -3.89721632e+00 -8.50204086e+00  4.64946795e+00  2.06229851e-01
  8.34721863e-01 -6.24373055e+00  1.52379143e+00 -6.60716200e+00
 -8.48063648e-01 -8.05991745e+00  6.55699790e-01 -6.07318592e+00
 -7.56912708e-01 -3.94862223e+00 -7.85994625e+00 -1.88231099e+00
 -1.12537193e+00  3.71829391e+00  2.76256299e+00  6.51986551e+00
  3.59708786e+00  5.32415199e+00 -9.39428926e-01  3.53624523e-01
 -1.87228048e+00  2.06702065e+00 -8.27612817e-01 -2.99311900e+00]"
69,Segment_7_Black Sherif - Kilos Milos.mp3,Black Sherif - Kilos Milos,https://www.youtube.com/watch?v=aID6FoFhZqk,Twi,"Ayoo who you are don't forget o
If the darkness gets to you don't forget o
Who you are don't forget o
The life is hard I train my body you know my target Van Damme
I won't use my mouth to swear
All you niggas talk
Mad over the smallest things like say you dey run town
Walk around and call you king make I design you a crown
Everybody talking like they help me pass myself
Man remember one day (x2) man remember
If I'm a gansta I don't talk o
If I'm a rasta I preach peace so some road I towed before I'm returned now
Two things I'vÐµ never been, a dummy and a pussyclaata
Trees dey makÐµ I lazy lately I mix tobaccca ne grabba
I also think mamba
I remove and put on my plaster 
Like I've come (x2)
Then times then my people hit a milli (x2)
We eat half and take the rest import milos (x2)
Or kilos, or kilos (x2)
Only big ones Elephant oooh (x2)
Time waits for no man and time deafens the ear (x2)
We say we've dressed and sleep but now our knees are weak (x2)
Now we fight for weights on ourselves (x2)
None will tell you that Joe your time is up (x2)
You'll get up yourself (x2)
And you'll go to church
You'll call upon your God
And you'll say upon him Father, Father I'm suffering
",Rap,From no one to stardom. This song speaks of the resilience of the artist. It is a reflection fo the rapid changes and experiences he has been through. It speaks of remembering who you are and all that you've been through.,Positive,1.5176445,0.5061187,-1.874991e-05,0.07142807246959942,"[-2.0302769e+02  1.1982669e+02 -1.7660034e+01  4.9509132e+01
 -1.4498779e+01  3.3194733e+01 -8.7949514e+00  9.2730122e+00
  3.5963032e+00 -1.1938750e+00 -5.3865795e+00  1.2612269e+01
  1.9687238e+00 -5.1801305e+00  3.7584381e+00  1.5224839e+00
  2.4398601e+00 -5.3974366e+00  2.9938869e+00 -1.6035696e+00
  2.2645981e+00 -4.4286656e+00  7.7944654e-01 -4.0391402e+00
 -2.3701619e-01 -2.1055324e+00 -4.1770267e+00 -9.7509161e-02
 -4.1726711e-01  2.6746242e+00  1.4429896e+00  3.2137830e+00
  1.1849798e+00  4.9668450e+00 -2.4968609e-01  3.3737308e-01
 -1.2859521e+00  1.4802949e+00 -4.9516791e-01 -2.6215634e+00]"
70,Segment_8_Black Sherif - Kilos Milos.mp3,Black Sherif - Kilos Milos,https://www.youtube.com/watch?v=aID6FoFhZqk,Twi,"Ayoo who you are don't forget o
If the darkness gets to you don't forget o
Who you are don't forget o
The life is hard I train my body you know my target Van Damme
I won't use my mouth to swear
All you niggas talk
Mad over the smallest things like say you dey run town
Walk around and call you king make I design you a crown
Everybody talking like they help me pass myself
Man remember one day (x2) man remember
If I'm a gansta I don't talk o
If I'm a rasta I preach peace so some road I towed before I'm returned now
Two things I'vÐµ never been, a dummy and a pussyclaata
Trees dey makÐµ I lazy lately I mix tobaccca ne grabba
I also think mamba
I remove and put on my plaster 
Like I've come (x2)
Then times then my people hit a milli (x2)
We eat half and take the rest import milos (x2)
Or kilos, or kilos (x2)
Only big ones Elephant oooh (x2)
Time waits for no man and time deafens the ear (x2)
We say we've dressed and sleep but now our knees are weak (x2)
Now we fight for weights on ourselves (x2)
None will tell you that Joe your time is up (x2)
You'll get up yourself (x2)
And you'll go to church
You'll call upon your God
And you'll say upon him Father, Father I'm suffering
",Rap,From no one to stardom. This song speaks of the resilience of the artist. It is a reflection fo the rapid changes and experiences he has been through. It speaks of remembering who you are and all that you've been through.,Positive,1.3649429,0.37380505,-9.568162e-05,0.04848826831539735,"[-231.53278    143.92825    -14.222368    28.196932   -11.271447
   21.380337   -10.513116     1.1075984   -3.6085389   -7.135427
   -8.152198     9.83764     -5.802968    -8.656734     7.4888124
   -1.366696     1.5363556    1.114435     1.138672    -6.5746813
   -1.0869142   -5.5159554   -2.5017333   -6.718953    -3.9919615
   -6.3653355  -11.61499     -3.4351757   -1.672749     3.52367
    5.311591     6.5579658    8.301234     5.486887    -2.9815996
   -4.208294    -4.972791     1.0405364    0.2462512   -2.0989952]"
71,Segment_9_Black Sherif - Kilos Milos.mp3,Black Sherif - Kilos Milos,https://www.youtube.com/watch?v=aID6FoFhZqk,Twi,"Ayoo who you are don't forget o
If the darkness gets to you don't forget o
Who you are don't forget o
The life is hard I train my body you know my target Van Damme
I won't use my mouth to swear
All you niggas talk
Mad over the smallest things like say you dey run town
Walk around and call you king make I design you a crown
Everybody talking like they help me pass myself
Man remember one day (x2) man remember
If I'm a gansta I don't talk o
If I'm a rasta I preach peace so some road I towed before I'm returned now
Two things I'vÐµ never been, a dummy and a pussyclaata
Trees dey makÐµ I lazy lately I mix tobaccca ne grabba
I also think mamba
I remove and put on my plaster 
Like I've come (x2)
Then times then my people hit a milli (x2)
We eat half and take the rest import milos (x2)
Or kilos, or kilos (x2)
Only big ones Elephant oooh (x2)
Time waits for no man and time deafens the ear (x2)
We say we've dressed and sleep but now our knees are weak (x2)
Now we fight for weights on ourselves (x2)
None will tell you that Joe your time is up (x2)
You'll get up yourself (x2)
And you'll go to church
You'll call upon your God
And you'll say upon him Father, Father I'm suffering
",Rap,From no one to stardom. This song speaks of the resilience of the artist. It is a reflection fo the rapid changes and experiences he has been through. It speaks of remembering who you are and all that you've been through.,Positive,1.2239491,0.37157202,-6.596729e-06,0.056789277219873154,"[-2.1964552e+02  1.4450983e+02 -2.6706831e+01  2.2167940e+01
 -3.7250206e+00  2.5043159e+01 -1.6298458e+01  1.0178641e+00
 -1.2529904e+00 -1.0275388e+01 -1.0524264e+01  6.3033090e+00
 -3.7966163e+00 -9.4344034e+00  1.6047723e+00 -3.5916977e+00
  1.1561176e+00  1.2028333e+00  3.0479400e+00 -5.8144269e+00
 -3.5025671e+00 -5.5515175e+00 -1.1095653e+00 -6.1003361e+00
 -4.2754879e+00 -5.4861536e+00 -1.1320188e+01 -6.1232166e+00
 -2.9029565e+00  2.9838076e+00  4.1801848e+00  6.2467532e+00
  6.0151734e+00  5.3506870e+00 -6.0872281e-01  5.7702476e-01
  1.1099796e-02  2.5949061e+00  1.3494828e-01 -5.4770684e+00]"
72,Segment_10_Black Sherif - Kilos Milos.mp3,Black Sherif - Kilos Milos,https://www.youtube.com/watch?v=aID6FoFhZqk,Twi,"Ayoo who you are don't forget o
If the darkness gets to you don't forget o
Who you are don't forget o
The life is hard I train my body you know my target Van Damme
I won't use my mouth to swear
All you niggas talk
Mad over the smallest things like say you dey run town
Walk around and call you king make I design you a crown
Everybody talking like they help me pass myself
Man remember one day (x2) man remember
If I'm a gansta I don't talk o
If I'm a rasta I preach peace so some road I towed before I'm returned now
Two things I'vÐµ never been, a dummy and a pussyclaata
Trees dey makÐµ I lazy lately I mix tobaccca ne grabba
I also think mamba
I remove and put on my plaster 
Like I've come (x2)
Then times then my people hit a milli (x2)
We eat half and take the rest import milos (x2)
Or kilos, or kilos (x2)
Only big ones Elephant oooh (x2)
Time waits for no man and time deafens the ear (x2)
We say we've dressed and sleep but now our knees are weak (x2)
Now we fight for weights on ourselves (x2)
None will tell you that Joe your time is up (x2)
You'll get up yourself (x2)
And you'll go to church
You'll call upon your God
And you'll say upon him Father, Father I'm suffering
",Rap,From no one to stardom. This song speaks of the resilience of the artist. It is a reflection fo the rapid changes and experiences he has been through. It speaks of remembering who you are and all that you've been through.,Positive,1.3155763,0.46360785,-0.00022027348,0.05209262409707541,"[-188.79134     133.59682     -23.824009     44.88871     -10.591
   30.507359    -11.8737335     9.853466      1.8252913    -5.729929
   -9.242793      8.1963        0.4300765    -3.8120072     5.455766
    1.6903156     8.088722      1.4247477     6.4649167    -2.8686342
   -2.2011843    -5.2834096     1.5879092    -4.3252316    -1.1538583
   -2.3405418    -6.9364552    -3.7371135    -4.4222074     1.8275476
    1.9383986     5.5891023     3.4590843     5.4079666     1.616382
    2.5613277     2.4839609     3.8891633    -0.20660727   -4.01373   ]"
73,Segment_11_Black Sherif - Kilos Milos.mp3,Black Sherif - Kilos Milos,https://www.youtube.com/watch?v=aID6FoFhZqk,Twi,"Ayoo who you are don't forget o
If the darkness gets to you don't forget o
Who you are don't forget o
The life is hard I train my body you know my target Van Damme
I won't use my mouth to swear
All you niggas talk
Mad over the smallest things like say you dey run town
Walk around and call you king make I design you a crown
Everybody talking like they help me pass myself
Man remember one day (x2) man remember
If I'm a gansta I don't talk o
If I'm a rasta I preach peace so some road I towed before I'm returned now
Two things I'vÐµ never been, a dummy and a pussyclaata
Trees dey makÐµ I lazy lately I mix tobaccca ne grabba
I also think mamba
I remove and put on my plaster 
Like I've come (x2)
Then times then my people hit a milli (x2)
We eat half and take the rest import milos (x2)
Or kilos, or kilos (x2)
Only big ones Elephant oooh (x2)
Time waits for no man and time deafens the ear (x2)
We say we've dressed and sleep but now our knees are weak (x2)
Now we fight for weights on ourselves (x2)
None will tell you that Joe your time is up (x2)
You'll get up yourself (x2)
And you'll go to church
You'll call upon your God
And you'll say upon him Father, Father I'm suffering
",Rap,From no one to stardom. This song speaks of the resilience of the artist. It is a reflection fo the rapid changes and experiences he has been through. It speaks of remembering who you are and all that you've been through.,Positive,0.9863661,0.3967846,2.9817431e-05,0.07158904760813783,"[-4.12586700e+02  1.26990105e+02 -3.68093643e+01  2.22990170e+01
  2.77034969e+01  1.30045853e+01  4.23132372e+00 -7.78473806e+00
 -1.00653896e+01 -1.21585712e+01 -1.27597628e+01 -9.51522160e+00
 -9.00431442e+00 -7.64486694e+00 -5.99267626e+00 -6.13437605e+00
 -2.07729053e+00  1.20172870e+00  2.28819489e+00 -1.46412671e+00
 -4.90793943e+00 -5.29432249e+00 -5.64860582e+00 -6.77243662e+00
 -7.73916197e+00 -7.00893927e+00 -5.27776384e+00 -5.42685461e+00
 -4.51003313e+00  3.69758934e-01  3.28132582e+00  2.43767786e+00
  1.85528731e+00  2.20041752e+00  4.35203791e-01 -7.87217677e-01
 -2.79600263e-01  9.42319930e-02 -8.41212749e-01 -2.27332449e+00]"
74,Segment_1_Black Sherif - Second Sermon.mp3,Black Sherif - Second Sermon,https://www.youtube.com/watch?v=jFdD3Y8mqPI,Twi,"ye ye ye, ye, ye, ye, ye
(Oh oh oh oh) ye ye ye ye, ye ye ye
(Stallion)
Niggas in the hood don't like plenty talking
I swear to God (eh I swear to God'oo oh)
The transaction is through a lot of money
Chairman has stepped on the money
So we've pulled up at his place (His house)
We and about 12 killer boys (Ahaa)
We've called him that we are in front
Right in front of the house come down (We're standing)
Aunty Merie doesn't know that this be life I'm living here (Accra)
Things I see with my eyes
If I tell my old woman she'll stress oo
So I keep it all to myself (Me alone)
No one has sent me to be a gangster
It's my own choice, very firm (Stand tall)
So I'm aware of whatever I do (Ah ha)
Silence for a minute rest in peace to sister Mariam eh (RIP)
If God gives us healing
We'll meet up there one day
Then I'll tell you my story
That when you left us
I came to to Accra for trap (Trapping alone)
I'm doing so many bad things
But I don't mind because of money
I know you're in heaven so intercede for me
'Cause I really lose my way
This is not what I was taught
But if I don't do it
Maybe there'll be problems (x2)
So take me like that
For Kwaku Frimpong will bring problem oo (Problem will come oo) (x8)
Killer man will bring problem oo (x8)
Eh, Sark boys in the house (we've come)
If you're not part of us bounce (Go home)
We've invited you unannounced (Look)
Out of the blue we've come it's loud (Aren't you scared)
Quickly we've roll it tight
'Cause this world is fake (And we're smoking)
I'm laughing you think you want to fly
So I have plenty of the thing (Plenty)
If you've gone on a ride come home (Come home oo) (x2)
Come home for we're waiting for you (Amnesia) (x2)
A lot of this marijuana (We've strapped ahh'oo) (x2)
We can't spoil it alone (x2)
Ye ye ye (ay) (x3)
The guy is spoilt (There's a problem) (x4)
",Rap,"Gangster life (Trap life), Black Sherif tells of a tale of drugs. He tells of a transaction going through but their drug lord not going through with their payment. He further laments of his gangster life and how his Aunty in Heaven does not approve of it. However, he feels he need to do what he does to survive.",Neutral,1.4340913,0.3930529,-4.459823e-06,0.08167507357342378,"[-2.0242784e+02  1.5201054e+02 -3.8073753e+01  1.4824577e+01
 -4.8401863e+01  1.2572435e+01 -2.9052038e+01 -1.1243987e+01
 -9.9338837e+00 -2.3430573e+01 -1.1206304e+01 -1.4573296e+01
 -6.8823295e+00 -2.0104141e+01 -4.4256496e+00 -1.1923894e+01
 -7.5601587e+00 -1.1098503e+01 -2.7292182e+00 -2.9881818e+00
 -1.1386496e+01  5.9583030e+00 -1.1805652e+01 -2.5542808e+00
 -1.0951325e+00 -1.8061991e+00  3.8289020e+00 -6.8306870e+00
  5.2435464e-01  5.6293535e-01 -2.3427875e+00 -1.9994889e+00
  7.6189950e-02 -4.3786640e+00 -3.2282176e+00  7.0619893e-01
 -1.9619172e+00 -7.5577325e-01 -1.5061507e+00 -2.2292528e+00]"
75,Segment_2_Black Sherif - Second Sermon.mp3,Black Sherif - Second Sermon,https://www.youtube.com/watch?v=jFdD3Y8mqPI,Twi,"ye ye ye, ye, ye, ye, ye
(Oh oh oh oh) ye ye ye ye, ye ye ye
(Stallion)
Niggas in the hood don't like plenty talking
I swear to God (eh I swear to God'oo oh)
The transaction is through a lot of money
Chairman has stepped on the money
So we've pulled up at his place (His house)
We and about 12 killer boys (Ahaa)
We've called him that we are in front
Right in front of the house come down (We're standing)
Aunty Merie doesn't know that this be life I'm living here (Accra)
Things I see with my eyes
If I tell my old woman she'll stress oo
So I keep it all to myself (Me alone)
No one has sent me to be a gangster
It's my own choice, very firm (Stand tall)
So I'm aware of whatever I do (Ah ha)
Silence for a minute rest in peace to sister Mariam eh (RIP)
If God gives us healing
We'll meet up there one day
Then I'll tell you my story
That when you left us
I came to to Accra for trap (Trapping alone)
I'm doing so many bad things
But I don't mind because of money
I know you're in heaven so intercede for me
'Cause I really lose my way
This is not what I was taught
But if I don't do it
Maybe there'll be problems (x2)
So take me like that
For Kwaku Frimpong will bring problem oo (Problem will come oo) (x8)
Killer man will bring problem oo (x8)
Eh, Sark boys in the house (we've come)
If you're not part of us bounce (Go home)
We've invited you unannounced (Look)
Out of the blue we've come it's loud (Aren't you scared)
Quickly we've roll it tight
'Cause this world is fake (And we're smoking)
I'm laughing you think you want to fly
So I have plenty of the thing (Plenty)
If you've gone on a ride come home (Come home oo) (x2)
Come home for we're waiting for you (Amnesia) (x2)
A lot of this marijuana (We've strapped ahh'oo) (x2)
We can't spoil it alone (x2)
Ye ye ye (ay) (x3)
The guy is spoilt (There's a problem) (x4)
",Rap,"Gangster life (Trap life), Black Sherif tells of a tale of drugs. He tells of a transaction going through but their drug lord not going through with their payment. He further laments of his gangster life and how his Aunty in Heaven does not approve of it. However, he feels he need to do what he does to survive.",Neutral,1.4796325,0.37423483,-5.3599188e-06,0.08668102803272147,"[-1.5579855e+02  1.3657315e+02 -4.4035778e+01  2.4618711e+01
 -4.4237030e+01  1.9343458e+01 -3.1109056e+01 -1.3446059e+01
 -1.3586402e+01 -1.3904614e+01 -9.6518850e+00 -7.8106613e+00
 -6.3823843e+00 -1.2419947e+01 -6.9255464e-02 -9.4052696e+00
 -6.3191438e+00 -8.4504061e+00 -1.3746288e+00 -9.3170967e+00
 -6.9863548e+00  4.5656294e-01 -5.2649345e+00 -2.0868239e+00
  7.7850950e-01  2.7639043e+00  4.6123395e+00 -3.0367329e+00
 -3.6578551e-01  2.8031971e+00 -3.4843659e+00 -9.9588031e-01
 -1.1833758e+00 -3.3020949e+00 -2.3552582e+00  1.5771632e+00
 -9.2482537e-01 -1.3078990e+00 -2.3556242e+00 -2.2542934e+00]"
76,Segment_3_Black Sherif - Second Sermon.mp3,Black Sherif - Second Sermon,https://www.youtube.com/watch?v=jFdD3Y8mqPI,Twi,"ye ye ye, ye, ye, ye, ye
(Oh oh oh oh) ye ye ye ye, ye ye ye
(Stallion)
Niggas in the hood don't like plenty talking
I swear to God (eh I swear to God'oo oh)
The transaction is through a lot of money
Chairman has stepped on the money
So we've pulled up at his place (His house)
We and about 12 killer boys (Ahaa)
We've called him that we are in front
Right in front of the house come down (We're standing)
Aunty Merie doesn't know that this be life I'm living here (Accra)
Things I see with my eyes
If I tell my old woman she'll stress oo
So I keep it all to myself (Me alone)
No one has sent me to be a gangster
It's my own choice, very firm (Stand tall)
So I'm aware of whatever I do (Ah ha)
Silence for a minute rest in peace to sister Mariam eh (RIP)
If God gives us healing
We'll meet up there one day
Then I'll tell you my story
That when you left us
I came to to Accra for trap (Trapping alone)
I'm doing so many bad things
But I don't mind because of money
I know you're in heaven so intercede for me
'Cause I really lose my way
This is not what I was taught
But if I don't do it
Maybe there'll be problems (x2)
So take me like that
For Kwaku Frimpong will bring problem oo (Problem will come oo) (x8)
Killer man will bring problem oo (x8)
Eh, Sark boys in the house (we've come)
If you're not part of us bounce (Go home)
We've invited you unannounced (Look)
Out of the blue we've come it's loud (Aren't you scared)
Quickly we've roll it tight
'Cause this world is fake (And we're smoking)
I'm laughing you think you want to fly
So I have plenty of the thing (Plenty)
If you've gone on a ride come home (Come home oo) (x2)
Come home for we're waiting for you (Amnesia) (x2)
A lot of this marijuana (We've strapped ahh'oo) (x2)
We can't spoil it alone (x2)
Ye ye ye (ay) (x3)
The guy is spoilt (There's a problem) (x4)
",Rap,"Gangster life (Trap life), Black Sherif tells of a tale of drugs. He tells of a transaction going through but their drug lord not going through with their payment. He further laments of his gangster life and how his Aunty in Heaven does not approve of it. However, he feels he need to do what he does to survive.",Neutral,1.5924822,0.38229066,2.016595e-05,0.09437467266061453,"[-1.14347366e+02  1.15644203e+02 -3.62630234e+01  3.16498089e+01
 -2.82368622e+01  2.72613544e+01 -2.35777168e+01 -1.70397961e+00
 -1.33746605e+01 -2.10268044e+00 -9.61869907e+00  6.75288677e+00
 -6.34581900e+00 -1.60931826e+00  5.59791565e+00 -9.35626411e+00
  4.49957752e+00 -1.69194674e+00  1.05803633e+00 -7.78911400e+00
  1.67056489e+00  4.59630102e-01  7.55003166e+00 -4.58825566e-02
  6.76390743e+00  4.08709431e+00  3.92075038e+00  4.05080700e+00
 -1.29869974e+00  3.99386549e+00  1.17211890e+00  4.15888262e+00
 -2.61560392e+00 -1.28132808e+00 -4.37184095e+00  5.74302495e-01
 -5.33505082e-01  2.40843821e+00 -1.17707050e+00 -3.12104726e+00]"
77,Segment_4_Black Sherif - Second Sermon.mp3,Black Sherif - Second Sermon,https://www.youtube.com/watch?v=jFdD3Y8mqPI,Twi,"ye ye ye, ye, ye, ye, ye
(Oh oh oh oh) ye ye ye ye, ye ye ye
(Stallion)
Niggas in the hood don't like plenty talking
I swear to God (eh I swear to God'oo oh)
The transaction is through a lot of money
Chairman has stepped on the money
So we've pulled up at his place (His house)
We and about 12 killer boys (Ahaa)
We've called him that we are in front
Right in front of the house come down (We're standing)
Aunty Merie doesn't know that this be life I'm living here (Accra)
Things I see with my eyes
If I tell my old woman she'll stress oo
So I keep it all to myself (Me alone)
No one has sent me to be a gangster
It's my own choice, very firm (Stand tall)
So I'm aware of whatever I do (Ah ha)
Silence for a minute rest in peace to sister Mariam eh (RIP)
If God gives us healing
We'll meet up there one day
Then I'll tell you my story
That when you left us
I came to to Accra for trap (Trapping alone)
I'm doing so many bad things
But I don't mind because of money
I know you're in heaven so intercede for me
'Cause I really lose my way
This is not what I was taught
But if I don't do it
Maybe there'll be problems (x2)
So take me like that
For Kwaku Frimpong will bring problem oo (Problem will come oo) (x8)
Killer man will bring problem oo (x8)
Eh, Sark boys in the house (we've come)
If you're not part of us bounce (Go home)
We've invited you unannounced (Look)
Out of the blue we've come it's loud (Aren't you scared)
Quickly we've roll it tight
'Cause this world is fake (And we're smoking)
I'm laughing you think you want to fly
So I have plenty of the thing (Plenty)
If you've gone on a ride come home (Come home oo) (x2)
Come home for we're waiting for you (Amnesia) (x2)
A lot of this marijuana (We've strapped ahh'oo) (x2)
We can't spoil it alone (x2)
Ye ye ye (ay) (x3)
The guy is spoilt (There's a problem) (x4)
",Rap,"Gangster life (Trap life), Black Sherif tells of a tale of drugs. He tells of a transaction going through but their drug lord not going through with their payment. He further laments of his gangster life and how his Aunty in Heaven does not approve of it. However, he feels he need to do what he does to survive.",Neutral,1.5805635,0.39587277,-0.0001407543,0.08391267208699123,"[-113.85945     121.31512     -39.005142     29.863827    -25.944614
   27.30856     -22.734669     -1.2762395   -12.055707     -2.6291914
   -6.861746      9.202125     -4.540826     -0.48734233    4.21372
   -8.629857      6.25059      -1.4228847     2.2853093    -4.824988
    1.2333115     0.55152273    6.9276657    -1.2002879     6.030466
    2.0964673     2.295186      2.4612017    -0.92947894    5.3238587
    1.9642692     4.1414237    -1.8486644    -0.38653663   -3.4316776
    1.6495734     0.5918906     3.8829021    -0.93351257   -2.8356106 ]"
78,Segment_5_Black Sherif - Second Sermon.mp3,Black Sherif - Second Sermon,https://www.youtube.com/watch?v=jFdD3Y8mqPI,Twi,"ye ye ye, ye, ye, ye, ye
(Oh oh oh oh) ye ye ye ye, ye ye ye
(Stallion)
Niggas in the hood don't like plenty talking
I swear to God (eh I swear to God'oo oh)
The transaction is through a lot of money
Chairman has stepped on the money
So we've pulled up at his place (His house)
We and about 12 killer boys (Ahaa)
We've called him that we are in front
Right in front of the house come down (We're standing)
Aunty Merie doesn't know that this be life I'm living here (Accra)
Things I see with my eyes
If I tell my old woman she'll stress oo
So I keep it all to myself (Me alone)
No one has sent me to be a gangster
It's my own choice, very firm (Stand tall)
So I'm aware of whatever I do (Ah ha)
Silence for a minute rest in peace to sister Mariam eh (RIP)
If God gives us healing
We'll meet up there one day
Then I'll tell you my story
That when you left us
I came to to Accra for trap (Trapping alone)
I'm doing so many bad things
But I don't mind because of money
I know you're in heaven so intercede for me
'Cause I really lose my way
This is not what I was taught
But if I don't do it
Maybe there'll be problems (x2)
So take me like that
For Kwaku Frimpong will bring problem oo (Problem will come oo) (x8)
Killer man will bring problem oo (x8)
Eh, Sark boys in the house (we've come)
If you're not part of us bounce (Go home)
We've invited you unannounced (Look)
Out of the blue we've come it's loud (Aren't you scared)
Quickly we've roll it tight
'Cause this world is fake (And we're smoking)
I'm laughing you think you want to fly
So I have plenty of the thing (Plenty)
If you've gone on a ride come home (Come home oo) (x2)
Come home for we're waiting for you (Amnesia) (x2)
A lot of this marijuana (We've strapped ahh'oo) (x2)
We can't spoil it alone (x2)
Ye ye ye (ay) (x3)
The guy is spoilt (There's a problem) (x4)
",Rap,"Gangster life (Trap life), Black Sherif tells of a tale of drugs. He tells of a transaction going through but their drug lord not going through with their payment. He further laments of his gangster life and how his Aunty in Heaven does not approve of it. However, he feels he need to do what he does to survive.",Neutral,1.4828125,0.3810127,-0.00010606158,0.07875590769652834,"[-1.18165901e+02  1.22029091e+02 -3.75139885e+01  3.42148781e+01
 -2.25958538e+01  2.66030560e+01 -2.12794476e+01 -7.61547136e+00
 -1.11307411e+01 -3.24305892e+00 -6.82790375e+00  9.04548073e+00
 -3.60260177e+00 -2.83685422e+00  4.09710121e+00 -7.85123968e+00
  5.04027510e+00 -1.76087630e+00  2.63019204e+00 -2.74291754e+00
  9.18511212e-01  4.04640150e+00  9.54096603e+00  1.04767835e+00
  6.82176685e+00  2.85086417e+00  8.93969297e-01  4.27424282e-01
 -2.81759667e+00  2.74529147e+00  1.96221256e+00  4.09541798e+00
 -1.07701731e+00  1.05380025e-02 -3.15171099e+00  1.45905578e+00
  2.33148605e-01  2.24155378e+00 -1.73855758e+00 -3.53733182e+00]"
